TG_ID,ACCOUNT_NUM,NAME,ADDRESS,CITY,STATE,ZIP,REGION,TERR,DATE,UNITS,CALLS
605897,15425200,Highlands Hospital,401 E Murphy Ave & Cottage,Connellsville,PA,15425,East Region,20108,9/30/2012,4,0
605898,15501200,Somerset Hospital,Rr 5,Somerset,PA,15501,East Region,20108,3/31/2013,0,1
605898,15501200,Somerset Hospital,Rr 5,Somerset,PA,15501,East Region,20108,7/31/2013,0,1
605898,15501200,Somerset Hospital,Rr 5,Somerset,PA,15501,East Region,20108,3/31/2014,10,0
605899,15601200,Excela Westmoreland Hospital,532 W Pittsburgh St,Greensburg,PA,15601,East Region,20108,2/29/2012,0,1
605899,15601200,Excela Westmoreland Hospital,532 W Pittsburgh St,Greensburg,PA,15601,East Region,20108,3/31/2012,0,1
605899,15601200,Excela Westmoreland Hospital,532 W Pittsburgh St,Greensburg,PA,15601,East Region,20108,5/31/2012,0,1
605899,15601200,Excela Westmoreland Hospital,532 W Pittsburgh St,Greensburg,PA,15601,East Region,20108,6/30/2012,12,0
605899,15601200,Excela Westmoreland Hospital,532 W Pittsburgh St,Greensburg,PA,15601,East Region,20108,8/31/2012,0,2
605899,15601200,Excela Westmoreland Hospital,532 W Pittsburgh St,Greensburg,PA,15601,East Region,20108,10/31/2012,0,1
605899,15601200,Excela Westmoreland Hospital,532 W Pittsburgh St,Greensburg,PA,15601,East Region,20108,12/31/2012,0,2
605899,15601200,Excela Westmoreland Hospital,532 W Pittsburgh St,Greensburg,PA,15601,East Region,20108,3/31/2013,0,2
605899,15601200,Excela Westmoreland Hospital,532 W Pittsburgh St,Greensburg,PA,15601,East Region,20108,4/30/2013,6,0
605899,15601200,Excela Westmoreland Hospital,532 W Pittsburgh St,Greensburg,PA,15601,East Region,20108,6/30/2013,0,1
605899,15601200,Excela Westmoreland Hospital,532 W Pittsburgh St,Greensburg,PA,15601,East Region,20108,7/31/2013,2,2
605899,15601200,Excela Westmoreland Hospital,532 W Pittsburgh St,Greensburg,PA,15601,East Region,20108,9/30/2013,0,2
605899,15601200,Excela Westmoreland Hospital,532 W Pittsburgh St,Greensburg,PA,15601,East Region,20108,1/31/2014,0,2
605899,15601200,Excela Westmoreland Hospital,532 W Pittsburgh St,Greensburg,PA,15601,East Region,20108,3/31/2014,0,3
605899,15601200,Excela Westmoreland Hospital,532 W Pittsburgh St,Greensburg,PA,15601,East Region,20108,5/31/2014,0,2
605899,15601200,Excela Westmoreland Hospital,532 W Pittsburgh St,Greensburg,PA,15601,East Region,20108,8/31/2014,4,2
605899,15601200,Excela Westmoreland Hospital,532 W Pittsburgh St,Greensburg,PA,15601,East Region,20108,9/30/2014,0,2
605899,15601200,Excela Westmoreland Hospital,532 W Pittsburgh St,Greensburg,PA,15601,East Region,20108,11/30/2014,0,2
605901,15650200,Latrobe Area Hospital,121 W 2nd Ave,Latrobe,PA,15650,East Region,20108,6/30/2012,8,0
605901,15650200,Latrobe Area Hospital,121 W 2nd Ave,Latrobe,PA,15650,East Region,20108,8/31/2012,0,2
605901,15650200,Latrobe Area Hospital,121 W 2nd Ave,Latrobe,PA,15650,East Region,20108,9/30/2012,2,0
605901,15650200,Latrobe Area Hospital,121 W 2nd Ave,Latrobe,PA,15650,East Region,20108,2/28/2013,0,2
605901,15650200,Latrobe Area Hospital,121 W 2nd Ave,Latrobe,PA,15650,East Region,20108,4/30/2013,0,2
605901,15650200,Latrobe Area Hospital,121 W 2nd Ave,Latrobe,PA,15650,East Region,20108,6/30/2013,0,1
605901,15650200,Latrobe Area Hospital,121 W 2nd Ave,Latrobe,PA,15650,East Region,20108,9/30/2013,0,1
605901,15650200,Latrobe Area Hospital,121 W 2nd Ave,Latrobe,PA,15650,East Region,20108,1/31/2014,0,2
605901,15650200,Latrobe Area Hospital,121 W 2nd Ave,Latrobe,PA,15650,East Region,20108,6/30/2014,6,0
605902,15666200,Frick Hospital,508 S Church St,Mount Pleasant,PA,15666,East Region,20108,5/31/2012,2,0
605902,15666200,Frick Hospital,508 S Church St,Mount Pleasant,PA,15666,East Region,20108,7/31/2012,4,0
605902,15666200,Frick Hospital,508 S Church St,Mount Pleasant,PA,15666,East Region,20108,3/31/2013,0,2
605902,15666200,Frick Hospital,508 S Church St,Mount Pleasant,PA,15666,East Region,20108,6/30/2013,0,2
605902,15666200,Frick Hospital,508 S Church St,Mount Pleasant,PA,15666,East Region,20108,9/30/2013,0,1
605902,15666200,Frick Hospital,508 S Church St,Mount Pleasant,PA,15666,East Region,20108,5/31/2014,2,0
605902,15666200,Frick Hospital,508 S Church St,Mount Pleasant,PA,15666,East Region,20108,8/31/2014,12,0
605903,15701200,Indiana Regional Medical Center,835 Hospital Rd,Indiana,PA,15701,East Region,20108,10/31/2012,0,4
605903,15701200,Indiana Regional Medical Center,835 Hospital Rd,Indiana,PA,15701,East Region,20108,1/31/2013,0,2
605903,15701200,Indiana Regional Medical Center,835 Hospital Rd,Indiana,PA,15701,East Region,20108,2/28/2013,6,0
605903,15701200,Indiana Regional Medical Center,835 Hospital Rd,Indiana,PA,15701,East Region,20108,7/31/2013,0,2
605903,15701200,Indiana Regional Medical Center,835 Hospital Rd,Indiana,PA,15701,East Region,20108,9/30/2013,0,1
605903,15701200,Indiana Regional Medical Center,835 Hospital Rd,Indiana,PA,15701,East Region,20108,2/28/2014,0,2
605903,15701200,Indiana Regional Medical Center,835 Hospital Rd,Indiana,PA,15701,East Region,20108,3/31/2014,4,0
605903,15701200,Indiana Regional Medical Center,835 Hospital Rd,Indiana,PA,15701,East Region,20108,5/31/2014,2,2
605903,15701200,Indiana Regional Medical Center,835 Hospital Rd,Indiana,PA,15701,East Region,20108,8/31/2014,0,2
605903,15701200,Indiana Regional Medical Center,835 Hospital Rd,Indiana,PA,15701,East Region,20108,10/31/2014,0,2
605903,15701200,Indiana Regional Medical Center,835 Hospital Rd,Indiana,PA,15701,East Region,20108,11/30/2014,6,0
605903,15701200,Indiana Regional Medical Center,835 Hospital Rd,Indiana,PA,15701,East Region,20108,12/31/2014,0,2
605904,15767200,Punxsutawney Area Hospital,81 Hillcrest Dr,Punxsutawney,PA,15767,East Region,20108,10/31/2012,0,4
605904,15767200,Punxsutawney Area Hospital,81 Hillcrest Dr,Punxsutawney,PA,15767,East Region,20108,2/28/2014,0,2
605905,15801200,Pennsylvania Highlands Medical Center Du Bois,100 Hospital Ave,Du Bois,PA,15801,East Region,20108,3/31/2012,0,1
605905,15801200,Pennsylvania Highlands Medical Center Du Bois,100 Hospital Ave,Du Bois,PA,15801,East Region,20108,5/31/2012,2,1
605905,15801200,Pennsylvania Highlands Medical Center Du Bois,100 Hospital Ave,Du Bois,PA,15801,East Region,20108,6/30/2012,0,2
605905,15801200,Pennsylvania Highlands Medical Center Du Bois,100 Hospital Ave,Du Bois,PA,15801,East Region,20108,7/31/2012,0,2
605905,15801200,Pennsylvania Highlands Medical Center Du Bois,100 Hospital Ave,Du Bois,PA,15801,East Region,20108,9/30/2012,0,2
605905,15801200,Pennsylvania Highlands Medical Center Du Bois,100 Hospital Ave,Du Bois,PA,15801,East Region,20108,10/31/2012,0,2
605905,15801200,Pennsylvania Highlands Medical Center Du Bois,100 Hospital Ave,Du Bois,PA,15801,East Region,20108,11/30/2012,0,2
605905,15801200,Pennsylvania Highlands Medical Center Du Bois,100 Hospital Ave,Du Bois,PA,15801,East Region,20108,3/31/2013,0,2
605905,15801200,Pennsylvania Highlands Medical Center Du Bois,100 Hospital Ave,Du Bois,PA,15801,East Region,20108,6/30/2013,4,0
605905,15801200,Pennsylvania Highlands Medical Center Du Bois,100 Hospital Ave,Du Bois,PA,15801,East Region,20108,7/31/2013,0,2
605905,15801200,Pennsylvania Highlands Medical Center Du Bois,100 Hospital Ave,Du Bois,PA,15801,East Region,20108,9/30/2013,0,1
605905,15801200,Pennsylvania Highlands Medical Center Du Bois,100 Hospital Ave,Du Bois,PA,15801,East Region,20108,2/28/2014,0,2
605905,15801200,Pennsylvania Highlands Medical Center Du Bois,100 Hospital Ave,Du Bois,PA,15801,East Region,20108,5/31/2014,0,1
605905,15801200,Pennsylvania Highlands Medical Center Du Bois,100 Hospital Ave,Du Bois,PA,15801,East Region,20108,6/30/2014,2,0
605905,15801200,Pennsylvania Highlands Medical Center Du Bois,100 Hospital Ave,Du Bois,PA,15801,East Region,20108,9/30/2014,0,2
605905,15801200,Pennsylvania Highlands Medical Center Du Bois,100 Hospital Ave,Du Bois,PA,15801,East Region,20108,11/30/2014,0,2
605906,15825200,Brookville Hospital,100 Hospital Rd,Brookville,PA,15825,East Region,20108,10/31/2012,0,2
605906,15825200,Brookville Hospital,100 Hospital Rd,Brookville,PA,15825,East Region,20108,1/31/2013,0,2
605906,15825200,Brookville Hospital,100 Hospital Rd,Brookville,PA,15825,East Region,20108,6/30/2013,4,0
605906,15825200,Brookville Hospital,100 Hospital Rd,Brookville,PA,15825,East Region,20108,2/28/2014,0,2
605907,15857200,Elk Regional Hospital,763 Johnsonburg Rd,Saint Marys,PA,15857,East Region,20108,3/31/2012,0,1
605907,15857200,Elk Regional Hospital,763 Johnsonburg Rd,Saint Marys,PA,15857,East Region,20108,5/31/2012,0,2
605907,15857200,Elk Regional Hospital,763 Johnsonburg Rd,Saint Marys,PA,15857,East Region,20108,6/30/2012,0,2
605907,15857200,Elk Regional Hospital,763 Johnsonburg Rd,Saint Marys,PA,15857,East Region,20108,7/31/2012,0,2
605907,15857200,Elk Regional Hospital,763 Johnsonburg Rd,Saint Marys,PA,15857,East Region,20108,8/31/2012,0,4
605907,15857200,Elk Regional Hospital,763 Johnsonburg Rd,Saint Marys,PA,15857,East Region,20108,9/30/2012,0,2
605907,15857200,Elk Regional Hospital,763 Johnsonburg Rd,Saint Marys,PA,15857,East Region,20108,10/31/2012,0,3
605907,15857200,Elk Regional Hospital,763 Johnsonburg Rd,Saint Marys,PA,15857,East Region,20108,5/31/2013,12,2
605907,15857200,Elk Regional Hospital,763 Johnsonburg Rd,Saint Marys,PA,15857,East Region,20108,7/31/2013,0,1
605907,15857200,Elk Regional Hospital,763 Johnsonburg Rd,Saint Marys,PA,15857,East Region,20108,3/31/2014,0,2
605907,15857200,Elk Regional Hospital,763 Johnsonburg Rd,Saint Marys,PA,15857,East Region,20108,5/31/2014,0,2
605907,15857200,Elk Regional Hospital,763 Johnsonburg Rd,Saint Marys,PA,15857,East Region,20108,8/31/2014,0,2
605907,15857200,Elk Regional Hospital,763 Johnsonburg Rd,Saint Marys,PA,15857,East Region,20108,9/30/2014,0,2
605907,15857200,Elk Regional Hospital,763 Johnsonburg Rd,Saint Marys,PA,15857,East Region,20108,10/31/2014,0,2
605914,16214200,Clarion Hospital,1 Hospital Dr,Clarion,PA,16214,East Region,20108,10/31/2012,0,2
605914,16214200,Clarion Hospital,1 Hospital Dr,Clarion,PA,16214,East Region,20108,11/30/2012,0,2
605914,16214200,Clarion Hospital,1 Hospital Dr,Clarion,PA,16214,East Region,20108,2/28/2013,0,2
605914,16214200,Clarion Hospital,1 Hospital Dr,Clarion,PA,16214,East Region,20108,4/30/2013,0,2
605914,16214200,Clarion Hospital,1 Hospital Dr,Clarion,PA,16214,East Region,20108,8/31/2013,4,0
605914,16214200,Clarion Hospital,1 Hospital Dr,Clarion,PA,16214,East Region,20108,9/30/2013,12,0
605914,16214200,Clarion Hospital,1 Hospital Dr,Clarion,PA,16214,East Region,20108,2/28/2014,0,2
605914,16214200,Clarion Hospital,1 Hospital Dr,Clarion,PA,16214,East Region,20108,5/31/2014,0,1
605914,16214200,Clarion Hospital,1 Hospital Dr,Clarion,PA,16214,East Region,20108,8/31/2014,0,2
605914,16214200,Clarion Hospital,1 Hospital Dr,Clarion,PA,16214,East Region,20108,9/30/2014,0,2
605914,16214200,Clarion Hospital,1 Hospital Dr,Clarion,PA,16214,East Region,20108,12/31/2014,0,2
605915,16335200,Meadville Medical Center,751 Liberty St,Meadville,PA,16335,East Region,20108,9/30/2012,2,0
605915,16335200,Meadville Medical Center,751 Liberty St,Meadville,PA,16335,East Region,20108,6/30/2013,4,0
605915,16335200,Meadville Medical Center,751 Liberty St,Meadville,PA,16335,East Region,20108,4/30/2014,6,0
605916,16354200,Titusville Area Hospital,406 W Oak St,Titusville,PA,16354,East Region,20108,2/28/2013,2,0
605919,16501203,Select Specialty Hospital Erie,252 W 11th St,Erie,PA,16501,East Region,20108,3/31/2013,0,1
605922,16601200,Altoona Regional Health System Altoona Hospital Ca,620 Howard Ave,Altoona,PA,16601,East Region,20108,3/31/2012,0,1
605922,16601200,Altoona Regional Health System Altoona Hospital Ca,620 Howard Ave,Altoona,PA,16601,East Region,20108,6/30/2012,0,2
605922,16601200,Altoona Regional Health System Altoona Hospital Ca,620 Howard Ave,Altoona,PA,16601,East Region,20108,8/31/2012,12,0
605922,16601200,Altoona Regional Health System Altoona Hospital Ca,620 Howard Ave,Altoona,PA,16601,East Region,20108,10/31/2012,0,2
605922,16601200,Altoona Regional Health System Altoona Hospital Ca,620 Howard Ave,Altoona,PA,16601,East Region,20108,12/31/2012,0,2
605922,16601200,Altoona Regional Health System Altoona Hospital Ca,620 Howard Ave,Altoona,PA,16601,East Region,20108,3/31/2013,0,2
605922,16601200,Altoona Regional Health System Altoona Hospital Ca,620 Howard Ave,Altoona,PA,16601,East Region,20108,5/31/2013,0,2
605922,16601200,Altoona Regional Health System Altoona Hospital Ca,620 Howard Ave,Altoona,PA,16601,East Region,20108,6/30/2013,16,0
605922,16601200,Altoona Regional Health System Altoona Hospital Ca,620 Howard Ave,Altoona,PA,16601,East Region,20108,7/31/2013,0,3
605922,16601200,Altoona Regional Health System Altoona Hospital Ca,620 Howard Ave,Altoona,PA,16601,East Region,20108,9/30/2013,0,2
605922,16601200,Altoona Regional Health System Altoona Hospital Ca,620 Howard Ave,Altoona,PA,16601,East Region,20108,11/30/2013,0,1
605922,16601200,Altoona Regional Health System Altoona Hospital Ca,620 Howard Ave,Altoona,PA,16601,East Region,20108,12/31/2013,0,1
605922,16601200,Altoona Regional Health System Altoona Hospital Ca,620 Howard Ave,Altoona,PA,16601,East Region,20108,2/28/2014,0,1
605922,16601200,Altoona Regional Health System Altoona Hospital Ca,620 Howard Ave,Altoona,PA,16601,East Region,20108,6/30/2014,0,1
605922,16601200,Altoona Regional Health System Altoona Hospital Ca,620 Howard Ave,Altoona,PA,16601,East Region,20108,8/31/2014,0,2
605922,16601200,Altoona Regional Health System Altoona Hospital Ca,620 Howard Ave,Altoona,PA,16601,East Region,20108,10/31/2014,0,2
605922,16601200,Altoona Regional Health System Altoona Hospital Ca,620 Howard Ave,Altoona,PA,16601,East Region,20108,11/30/2014,0,1
605923,16646200,Miners Medical Center,290 Haida Ave,Hastings,PA,16646,East Region,20108,7/31/2012,4,0
605924,16652200,J C Blair Memorial Hospital,1225 Warm Springs Ave,Huntingdon,PA,16652,East Region,20108,10/31/2012,2,0
605924,16652200,J C Blair Memorial Hospital,1225 Warm Springs Ave,Huntingdon,PA,16652,East Region,20108,11/30/2012,4,0
605924,16652200,J C Blair Memorial Hospital,1225 Warm Springs Ave,Huntingdon,PA,16652,East Region,20108,12/31/2012,2,0
605924,16652200,J C Blair Memorial Hospital,1225 Warm Springs Ave,Huntingdon,PA,16652,East Region,20108,10/31/2013,4,0
605924,16652200,J C Blair Memorial Hospital,1225 Warm Springs Ave,Huntingdon,PA,16652,East Region,20108,2/28/2014,4,0
605924,16652200,J C Blair Memorial Hospital,1225 Warm Springs Ave,Huntingdon,PA,16652,East Region,20108,3/31/2014,4,0
605924,16652200,J C Blair Memorial Hospital,1225 Warm Springs Ave,Huntingdon,PA,16652,East Region,20108,6/30/2014,4,0
605924,16652200,J C Blair Memorial Hospital,1225 Warm Springs Ave,Huntingdon,PA,16652,East Region,20108,8/31/2014,2,0
605925,16673200,Nason Hospital,105 Nason Dr,Roaring Spring,PA,16673,East Region,20108,5/31/2013,2,0
605929,16830200,Clearfield Hospital,809 Turnpike Ave Ste 140,Clearfield,PA,16830,East Region,20108,3/31/2012,0,1
605929,16830200,Clearfield Hospital,809 Turnpike Ave Ste 140,Clearfield,PA,16830,East Region,20108,5/31/2012,0,2
605929,16830200,Clearfield Hospital,809 Turnpike Ave Ste 140,Clearfield,PA,16830,East Region,20108,8/31/2012,0,1
605929,16830200,Clearfield Hospital,809 Turnpike Ave Ste 140,Clearfield,PA,16830,East Region,20108,10/31/2012,0,4
605929,16830200,Clearfield Hospital,809 Turnpike Ave Ste 140,Clearfield,PA,16830,East Region,20108,1/31/2013,0,2
605929,16830200,Clearfield Hospital,809 Turnpike Ave Ste 140,Clearfield,PA,16830,East Region,20108,7/31/2013,0,1
605929,16830200,Clearfield Hospital,809 Turnpike Ave Ste 140,Clearfield,PA,16830,East Region,20108,8/31/2013,0,1
605929,16830200,Clearfield Hospital,809 Turnpike Ave Ste 140,Clearfield,PA,16830,East Region,20108,9/30/2013,0,1
605929,16830200,Clearfield Hospital,809 Turnpike Ave Ste 140,Clearfield,PA,16830,East Region,20108,2/28/2014,0,2
605929,16830200,Clearfield Hospital,809 Turnpike Ave Ste 140,Clearfield,PA,16830,East Region,20108,5/31/2014,8,1
605929,16830200,Clearfield Hospital,809 Turnpike Ave Ste 140,Clearfield,PA,16830,East Region,20108,8/31/2014,0,2
605930,16901200,Soldiers And Sailors Memorial Hospital,32-36 Central Ave,Wellsboro,PA,16901,East Region,20108,2/28/2014,10,0
605930,16901200,Soldiers And Sailors Memorial Hospital,32-36 Central Ave,Wellsboro,PA,16901,East Region,20108,8/31/2014,10,0
605931,16915200,Cole Memorial,1001 E 2nd St,Coudersport,PA,16915,East Region,20108,3/31/2014,6,0
605936,17042200,Good Samaritan Hospital,241 S 4th St,Lebanon,PA,17042,East Region,20108,2/29/2012,6,0
605936,17042200,Good Samaritan Hospital,241 S 4th St,Lebanon,PA,17042,East Region,20108,4/30/2012,0,1
605936,17042200,Good Samaritan Hospital,241 S 4th St,Lebanon,PA,17042,East Region,20108,5/31/2012,0,1
605936,17042200,Good Samaritan Hospital,241 S 4th St,Lebanon,PA,17042,East Region,20108,6/30/2014,6,0
605937,17044201,Lewistown Hospital,400 Highland Ave,Lewistown,PA,17044,East Region,20108,2/28/2013,0,2
605937,17044201,Lewistown Hospital,400 Highland Ave,Lewistown,PA,17044,East Region,20108,7/31/2013,4,0
605937,17044201,Lewistown Hospital,400 Highland Ave,Lewistown,PA,17044,East Region,20108,8/31/2013,0,2
605937,17044201,Lewistown Hospital,400 Highland Ave,Lewistown,PA,17044,East Region,20108,2/28/2014,4,0
605937,17044201,Lewistown Hospital,400 Highland Ave,Lewistown,PA,17044,East Region,20108,3/31/2014,16,0
605937,17044201,Lewistown Hospital,400 Highland Ave,Lewistown,PA,17044,East Region,20108,4/30/2014,6,0
605937,17044201,Lewistown Hospital,400 Highland Ave,Lewistown,PA,17044,East Region,20108,10/31/2014,0,2
605939,17201200,Chambersburg Hospital,112 N 7th St,Chambersburg,PA,17201,East Region,20108,5/31/2012,0,1
605939,17201200,Chambersburg Hospital,112 N 7th St,Chambersburg,PA,17201,East Region,20108,6/30/2012,0,1
605939,17201200,Chambersburg Hospital,112 N 7th St,Chambersburg,PA,17201,East Region,20108,8/31/2012,0,5
605939,17201200,Chambersburg Hospital,112 N 7th St,Chambersburg,PA,17201,East Region,20108,9/30/2012,20,3
605939,17201200,Chambersburg Hospital,112 N 7th St,Chambersburg,PA,17201,East Region,20108,10/31/2012,2,2
605939,17201200,Chambersburg Hospital,112 N 7th St,Chambersburg,PA,17201,East Region,20108,11/30/2012,0,3
605939,17201200,Chambersburg Hospital,112 N 7th St,Chambersburg,PA,17201,East Region,20108,4/30/2013,0,2
605939,17201200,Chambersburg Hospital,112 N 7th St,Chambersburg,PA,17201,East Region,20108,7/31/2013,0,3
605939,17201200,Chambersburg Hospital,112 N 7th St,Chambersburg,PA,17201,East Region,20108,9/30/2013,0,2
605939,17201200,Chambersburg Hospital,112 N 7th St,Chambersburg,PA,17201,East Region,20108,12/31/2013,0,1
605939,17201200,Chambersburg Hospital,112 N 7th St,Chambersburg,PA,17201,East Region,20108,1/31/2014,0,1
605939,17201200,Chambersburg Hospital,112 N 7th St,Chambersburg,PA,17201,East Region,20108,6/30/2014,0,3
605939,17201200,Chambersburg Hospital,112 N 7th St,Chambersburg,PA,17201,East Region,20108,9/30/2014,0,1
605939,17201200,Chambersburg Hospital,112 N 7th St,Chambersburg,PA,17201,East Region,20108,10/31/2014,0,2
605940,17233200,Fulton County Medical Center,214 Peach Orchard Rd,Mc Connellsburg,PA,17233,East Region,20108,4/30/2012,0,1
605940,17233200,Fulton County Medical Center,214 Peach Orchard Rd,Mc Connellsburg,PA,17233,East Region,20108,5/31/2012,0,2
605940,17233200,Fulton County Medical Center,214 Peach Orchard Rd,Mc Connellsburg,PA,17233,East Region,20108,9/30/2012,0,2
605940,17233200,Fulton County Medical Center,214 Peach Orchard Rd,Mc Connellsburg,PA,17233,East Region,20108,11/30/2012,0,2
605940,17233200,Fulton County Medical Center,214 Peach Orchard Rd,Mc Connellsburg,PA,17233,East Region,20108,2/28/2013,0,2
605940,17233200,Fulton County Medical Center,214 Peach Orchard Rd,Mc Connellsburg,PA,17233,East Region,20108,6/30/2013,22,0
605940,17233200,Fulton County Medical Center,214 Peach Orchard Rd,Mc Connellsburg,PA,17233,East Region,20108,1/31/2014,0,2
605940,17233200,Fulton County Medical Center,214 Peach Orchard Rd,Mc Connellsburg,PA,17233,East Region,20108,3/31/2014,0,2
605940,17233200,Fulton County Medical Center,214 Peach Orchard Rd,Mc Connellsburg,PA,17233,East Region,20108,9/30/2014,0,2
605940,17233200,Fulton County Medical Center,214 Peach Orchard Rd,Mc Connellsburg,PA,17233,East Region,20108,10/31/2014,0,2
605941,17268200,Waynesboro Hospital,501 E Main St,Waynesboro,PA,17268,East Region,20108,4/30/2012,8,1
605941,17268200,Waynesboro Hospital,501 E Main St,Waynesboro,PA,17268,East Region,20108,5/31/2012,0,2
605941,17268200,Waynesboro Hospital,501 E Main St,Waynesboro,PA,17268,East Region,20108,8/31/2012,0,1
605941,17268200,Waynesboro Hospital,501 E Main St,Waynesboro,PA,17268,East Region,20108,7/31/2013,0,1
605941,17268200,Waynesboro Hospital,501 E Main St,Waynesboro,PA,17268,East Region,20108,1/31/2014,0,1
605941,17268200,Waynesboro Hospital,501 E Main St,Waynesboro,PA,17268,East Region,20108,4/30/2014,8,0
605942,17325200,Gettysburg Hospital,147 Gettys St,Gettysburg,PA,17325,East Region,20108,4/30/2012,0,1
605942,17325200,Gettysburg Hospital,147 Gettys St,Gettysburg,PA,17325,East Region,20108,5/31/2012,4,0
605942,17325200,Gettysburg Hospital,147 Gettys St,Gettysburg,PA,17325,East Region,20108,3/31/2013,0,1
605942,17325200,Gettysburg Hospital,147 Gettys St,Gettysburg,PA,17325,East Region,20108,7/31/2013,6,1
605942,17325200,Gettysburg Hospital,147 Gettys St,Gettysburg,PA,17325,East Region,20108,6/30/2014,2,0
605942,17325200,Gettysburg Hospital,147 Gettys St,Gettysburg,PA,17325,East Region,20108,7/31/2014,4,0
